index,Média_GO,Média_BR,Diferença,Diferença_%
NU_NOTA_LC,525.0505284318796,526.6216848104725,-1.5711563785929457,-0.29834631271562506
NU_NOTA_MT,527.5140690718531,527.0812955984982,0.4327734733549278,0.08210753767376922
NU_NOTA_CH,513.1206190899067,514.2128472592658,-1.0922281693591458,-0.21240779478394578
NU_NOTA_CN,494.65689401110535,494.0260093247936,0.630884686311731,0.12770272706370014
NU_NOTA_REDACAO,659.5417329442878,634.6659853054738,24.875747638814005,3.919502260207147
